rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
2,265703,2025-11-25T20:00:00.000Z,Man City vs Leverkusen,Man City -1.5,-165,3,90,"City are massive favorites with elite home form. Leverkusen traveling to Etihad where City dominate. Historical success with heavy favorites has been strong. City need statement win after Newcastle loss.",3-1,1,0,0,0,0,0,-450,1000,550,3.5,-110,-115,-1.5,-165,1.5,128,2025-11-23T20:00:00Z
3,263502,2025-11-23T20:00:00.000Z,Elche vs Real Madrid,Real Madrid -1.5,-105,3,88,"Massive talent gap with Real Madrid facing Segunda division side. Cup tie but Madrid bench stronger than Elche starters. Clean line at near even money is excellent value.",0-3,0,0,1,0,0,0,575,-250,425,3.5,113,-149,1.5,-130,-1.5,-105,2025-11-23T20:00:00Z
4,263508,2025-11-23T19:45:00.000Z,Inter vs Milan,Under 2.5,-131,2,85,"Derby della Madonnina historically tight and tactical. Milan unbeaten in 10 but drawing frequently. Inter top defensively lately with consecutive home clean sheets. Both coaches conservative in big games.",1-1,0,0,0,0,0,1,106,280,225,2.5,-100,-131,-0.5,-105,0.5,-135,2025-11-23T20:00:00Z
5,263518,2025-11-23T19:45:00.000Z,Lille vs Paris FC,Lille -0.5,-175,2,83,"Lille heavily favored at home. Paris FC from Ligue 2 represents significant quality gap. 97% of bets and 95% of money on Lille shows sharp consensus.",2-0,1,0,0,0,0,0,-155,400,310,2.5,-147,111,-0.5,-175,0.5,120,2025-11-23T20:00:00Z
6,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Galatasaray -0.5,-185,2,82,"Dominant home side with 98% of tickets and money backing Galatasaray shows unprecedented sharp consensus. Turkish powerhouse vs Belgian side in European competition.",2-0,1,0,0,0,0,0,-172,410,350,3.5,126,-173,-0.5,-185,0.5,130,2025-11-23T20:00:00Z
7,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-150,2,80,"United at Old Trafford as solid favorites. 95% of bets and 93% of money on United. Everton struggling and United need bounce-back performance at home.",2-1,1,0,0,0,0,0,-135,360,280,2.5,-140,110,-0.5,-150,0.5,105,2025-11-23T20:00:00Z
8,263509,2025-11-23T17:00:00.000Z,Lazio vs Lecce,Lazio -0.5,-145,2,79,"Lazio strong at home with good Europa form. 97% of tickets on Lazio shows sharp action. Lecce bottom-half side traveling to Rome with clear quality edge.",2-0,1,0,0,0,0,0,-135,433,240,2.5,133,-172,-0.5,-145,0.5,105,2025-11-23T20:00:00Z
9,265706,2025-11-25T20:00:00.000Z,Dortmund vs Villarreal,Under 2.5,110,1,76,"Champions League knockout intensity with both tactically astute coaches. 96% of money on under shows sharp lean. Dortmund solid defensively at home in European matches.",1-1,0,0,0,0,0,1,-127,333,280,2.5,-145,110,-0.5,-143,0.5,-105,2025-11-23T20:00:00Z
10,265705,2025-11-25T20:00:00.000Z,Chelsea vs Barcelona,Chelsea -0.5,115,1,74,"Chelsea home in Womens Champions League. Only 26% on Chelsea ML but line holds suggesting sharp money. Plus odds on home favorite indicates value opportunity.",2-1,1,0,0,0,0,0,125,175,290,3.5,-100,-126,-0.5,115,0.5,-165,2025-11-23T20:00:00Z
11,265700,2025-11-25T20:00:00.000Z,Napoli vs Qarabag,Napoli -1.5,-130,1,72,"Napoli massive favorites hosting Azerbaijan side. 97% tickets and 87% money on Napoli. Should dominate weaker opponent at home in European competition.",3-0,1,0,0,0,0,0,-350,875,475,3.0,-115,-106,-1.5,-130,1.5,-107,2025-11-23T20:00:00Z
1,265703,2025-11-25T20:00:00.000Z,Man City vs Leverkusen,Man City -1.5,-165,3,92,"City massive favorites at home with 98% of bets on City. Historical success with heavy home favorites continues to prove profitable. City need statement European performance.",3-1,1,0,0,0,0,0,-450,1100,550,3.5,-110,-114,-1.5,-165,1.5,130,2025-11-24T20:00:00Z
2,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,3,90,"Liverpool dominant at Anfield with 98% tickets and 95% money on Liverpool. PSV weaker opposition traveling to fortress Anfield. Clean line movement toward Liverpool.",3-0,1,0,0,0,0,0,-325,725,500,3.5,-122,-106,-1.5,-135,1.5,-105,2025-11-24T20:00:00Z
3,265710,2025-11-26T20:00:00.000Z,PSG vs Tottenham,PSG -1.5,105,3,88,"PSG strong favorites at home with Spurs injury crisis continuing. 98% backing PSG. Plus odds on heavy favorite spread is excellent value opportunity.",3-1,1,0,0,0,0,0,-255,700,400,3.5,120,-157,-1.5,105,1.5,-133,2025-11-24T20:00:00Z
4,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,2,86,"Villa massive favorites hosting Swiss side. 100% of tickets on Villa shows unprecedented consensus. Quality gap enormous in European competition.",3-0,1,0,0,0,0,0,-500,1150,600,3.5,-100,-129,-1.5,-168,1.5,130,2025-11-24T20:00:00Z
5,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Under 3.5,-173,2,84,"94% of money on under shows sharp action. Turkish side defensive at home in Europe. Both teams tactical in knockout scenarios with line moved toward under.",2-0,0,0,0,0,0,1,-159,400,330,3.5,125,-173,-0.5,-185,0.5,130,2025-11-24T20:00:00Z
6,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-140,2,82,"United at Old Trafford with 91% tickets backing them. Line moved from minus 150 to minus 140 despite public on United showing sharp support. Everton struggling badly.",2-1,1,0,0,0,0,0,-125,320,290,2.5,-141,110,-0.5,-140,0.5,-105,2025-11-24T20:00:00Z
7,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,80,"Porto huge favorites at home with 99% of all bets on Porto shows complete consensus. Nice traveling to hostile Porto atmosphere in European knockout stage.",2-0,1,0,0,0,0,0,-239,625,375,2.5,-132,-100,-1.5,110,1.5,-160,2025-11-24T20:00:00Z
8,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,2,79,"Copenhagen massive favorites hosting Kazakhstan side. 98% tickets and 97% money on Copenhagen with talent gap decisive in this matchup.",3-0,1,0,0,0,0,0,-295,760,425,3.5,122,-165,-1.5,-115,1.5,-120,2025-11-24T20:00:00Z
9,265706,2025-11-25T20:00:00.000Z,Dortmund vs Villarreal,Dortmund -0.5,-135,1,76,"Dortmund home favorite with 94% backing. Signal Iduna Park fortress in European competition. Villarreal struggling on road with line holding despite public.",2-1,1,0,0,0,0,0,-125,320,280,2.5,-149,115,-0.5,-135,0.5,-105,2025-11-24T20:00:00Z
10,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Under 2.5,136,1,74,"97% of money on under despite plus odds suggests sharp value. Both defensively organized in big European matches with tactical chess match expected.",1-1,0,0,0,0,0,1,-145,345,320,2.5,-177,136,-0.5,-160,0.5,115,2025-11-24T20:00:00Z
11,265715,2025-11-26T20:00:00.000Z,Arsenal vs Bayern,Under 2.5,110,1,72,"Big European clash typically tight with 97% tickets and 93% money on under. Both elite defenses with high stakes knockout atmosphere limiting scoring.",1-1,0,0,0,0,0,1,120,220,250,2.5,-139,110,-0.5,110,0.5,-155,2025-11-24T20:00:00Z
1,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-155,3,91,"Liverpool at Anfield hosting weak PSV with 91% tickets and 82% money on Liverpool despite line moving against public. Anfield fortress more reliable than neutral European venues.",3-0,1,0,0,0,0,0,-375,850,575,3.5,-144,112,-1.5,-155,1.5,110,2025-11-26T20:00:00Z
2,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-166,3,89,"Villa massive favorites with 100% consensus backing them. Young Boys extremely weak opposition from Switzerland. Most lopsided matchup on slate with clear talent gap.",3-0,1,0,0,0,0,0,-500,1100,600,3.5,-100,-124,-1.5,-166,1.5,130,2025-11-26T20:00:00Z
3,265907,2025-11-27T20:00:00.000Z,Nottingham vs Malmo,Nottingham -1.5,-165,3,87,"Nottingham huge favorites at home with 100% of tickets backing them against inferior Swedish side. Malmo traveling to England with clean line at minus 165.",3-0,1,0,0,0,0,0,-450,1200,550,3.5,130,-172,-1.5,-165,1.5,120,2025-11-26T20:00:00Z
4,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-120,2,85,"Copenhagen dominant hosting Kazakhstan side with line moved from minus 115 to minus 120 showing sharp action. 95% tickets and 90% money on Copenhagen.",3-0,1,0,0,0,0,0,-325,900,450,2.5,-142,111,-1.5,-120,1.5,-115,2025-11-26T20:00:00Z
5,265710,2025-11-26T20:00:00.000Z,PSG vs Tottenham,PSG -1.5,105,2,83,"PSG home favorites vs injury depleted Spurs with 95% backing PSG. Plus odds on favorite spread offers value opportunity after line movement from 110 to 105.",2-0,1,0,0,0,0,0,-240,625,400,2.5,-170,131,-1.5,105,1.5,-145,2025-11-26T20:00:00Z
6,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,81,"Porto massive home favorites with 99% consensus backing them. Nice traveling from France to Portugal. Plus odds on overwhelming favorite provides value.",2-0,1,0,0,0,0,0,-244,600,380,2.5,-130,101,-1.5,110,1.5,-160,2025-11-26T20:00:00Z
7,265765,2025-11-27T20:00:00.000Z,Betis vs FC Utrecht,Betis -1.5,-110,2,79,"Betis strong favorites at home with 100% tickets and 99% money backing them. Utrecht significant underdog traveling from Netherlands with clear quality gap.",2-0,1,0,0,0,0,0,-275,700,410,2.5,-150,120,-1.5,-110,1.5,-130,2025-11-26T20:00:00Z
8,265910,2025-11-27T20:00:00.000Z,Bologna vs Red Bull,Bologna -1.5,105,1,76,"Bologna home favorites in European competition with 98% tickets and 96% money on Bologna showing sharp consensus. Line stable showing confidence.",2-0,1,0,0,0,0,0,-250,650,375,2.5,-140,110,-1.5,105,1.5,-145,2025-11-26T20:00:00Z
9,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord -0.5,-152,1,74,"Feyenoord home favorites with 95% backing and Celtic traveling to Rotterdam. Smaller spread more conservative strategy after recent upsets on larger spreads.",2-1,1,0,0,0,0,0,-138,320,320,2.5,-175,134,-0.5,-152,0.5,110,2025-11-26T20:00:00Z
10,265715,2025-11-26T20:00:00.000Z,Arsenal vs Bayern,Under 2.5,110,1,72,"Big Champions League clash with 96% money on under despite plus odds suggesting sharp value. Both elite defenses in high stakes environment limits goals.",1-1,0,0,0,0,0,1,110,250,250,2.5,-134,110,-0.5,100,0.5,-145,2025-11-26T20:00:00Z
11,265818,2025-11-28T19:45:00.000Z,Como 1907 vs Sassuolo,Como 1907 -0.5,-175,1,70,"Como strong home favorites with 97% tickets and 93% money backing them. Sassuolo struggling in domestic Serie B matchup with quality edge clear.",2-0,1,0,0,0,0,0,-156,450,285,2.5,-108,-119,-0.5,-175,0.5,120,2025-11-26T20:00:00Z
1,265814,2025-11-29T20:00:00.000Z,Atlético vs Real Oviedo,Atlético -1.5,-155,3,91,"Atlético massive favorites hosting third tier side in Copa del Rey with 100% consensus backing. Quality gap enormous with Oviedo from Segunda B division.",3-0,1,0,0,0,0,0,-450,1200,525,2.5,-175,132,-1.5,-155,1.5,110,2025-11-29T20:00:00Z
2,265815,2025-11-29T17:00:00.000Z,Juventus vs Cagliari,Juventus -1.5,-145,3,89,"Juventus dominant at home with 99% backing and line moved from minus 102 to minus 145 showing sharp money. Cagliari struggling defensively on the road.",3-0,1,0,0,0,0,0,-400,1000,500,2.5,-161,125,-1.5,-145,1.5,100,2025-11-29T20:00:00Z
3,265821,2025-11-29T19:45:00.000Z,Milan vs Lazio,Milan -0.5,-165,2,86,"Milan home favorites with 97% tickets backing them. More conservative minus 0.5 spread after recent minus 1.5 failures. Milan strong at San Siro this season.",2-1,1,0,0,0,0,0,-147,430,280,2.5,105,-136,-0.5,-165,0.5,115,2025-11-29T20:00:00Z
4,265825,2025-11-29T20:05:00.000Z,Marseille vs Toulouse,Marseille -0.5,-175,2,84,"Marseille dominant home side with 99% consensus backing them. Toulouse weak travelers with line holding despite public showing confidence.",2-0,1,0,0,0,0,0,-155,425,300,2.5,-131,101,-0.5,-175,0.5,130,2025-11-29T20:00:00Z
5,265616,2025-11-30T14:05:00.000Z,Aston Villa vs Wolverhampton,Aston Villa -1.5,130,2,82,"Villa strong home favorites with 98% backing and plus odds on minus 1.5 spread offers value. Wolves in poor form traveling to Villa Park.",2-0,1,0,0,0,0,0,-200,525,335,2.5,-125,-103,-1.5,130,1.5,-182,2025-11-29T20:00:00Z
6,265826,2025-11-29T16:00:00.000Z,Monaco vs PSG,PSG -0.5,-165,2,80,"PSG home favorites in Ligue 1 with 98% backing. Using minus 0.5 instead of minus 1.5 for safety. Monaco quality opponent but PSG at Parc des Princes strong.",1-2,0,0,1,0,0,0,350,-155,345,3.5,-109,-115,0.5,115,-0.5,-165,2025-11-29T20:00:00Z
7,282400,2025-11-29T23:00:00.000Z,Inter Miami vs NYCFC,Inter Miami -1.5,120,2,78,"Miami playoff game at home with plus odds on minus 1.5 in MLS playoff atmosphere offers value. Home field advantage critical in knockout match.",2-0,1,0,0,0,0,0,-200,433,375,3.5,-100,-131,-1.5,120,1.5,-167,2025-11-29T20:00:00Z
8,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-135,1,75,"Strasbourg home favorites with 96% tickets backing them. Conservative minus 0.5 spread in domestic French league where we have had better success recently.",2-1,1,0,0,0,0,0,-125,320,275,2.5,-140,109,-0.5,-135,0.5,-110,2025-11-29T20:00:00Z
9,265816,2025-11-30T17:00:00.000Z,Atalanta vs Fiorentina,Atalanta -0.5,-145,1,73,"Atalanta home favorites with 96% backing and line moved toward Atalanta showing sharp action. Serie A domestic match more reliable than European games.",2-1,1,0,0,0,0,0,-138,375,275,2.5,-118,-110,-0.5,-145,0.5,105,2025-11-29T20:00:00Z
10,265832,2025-11-29T18:00:00.000Z,Paris FC vs Auxerre,Paris FC -0.5,-120,1,71,"Paris FC home favorites with 94% tickets backing them. Ligue 2 domestic match with clear home advantage and conservative spread approach working better.",2-1,1,0,0,0,0,0,-110,305,250,2.5,-107,-121,-0.5,-120,0.5,-118,2025-11-29T20:00:00Z
1,265833,2025-11-30T19:45:00.000Z,Lyon vs Nantes,Lyon -1.5,110,3,91,"Lyon massive favorites at home with 99% consensus backing them. Nantes bottom half side traveling with plus odds on heavy favorite offering value.",3-0,1,0,0,0,0,0,-238,600,375,2.5,-150,117,-1.5,110,1.5,-155,2025-11-30T20:00:00Z
2,265823,2025-11-30T14:00:00.000Z,Pisa vs Inter,Inter -1.5,-120,3,89,"Inter away but huge favorites against Serie B side with 100% backing Inter. Quality gap enormous with Pisa from second division in Coppa Italia.",0-3,0,0,1,0,0,0,850,-340,450,2.5,-138,110,1.5,-115,-1.5,-120,2025-11-30T20:00:00Z
3,265607,2025-11-30T14:05:00.000Z,West Ham vs Liverpool,Liverpool -0.5,-167,2,87,"Liverpool favorites with 88% backing and conservative minus 0.5 spread after recent minus 1.5 failures. Liverpool strong form while West Ham struggling.",1-2,0,0,1,0,0,0,380,-159,340,3.5,130,-170,0.5,125,-0.5,-167,2025-11-30T20:00:00Z
4,265817,2025-12-01T19:45:00.000Z,Bologna vs Cremonese,Bologna -1.5,125,2,84,"Bologna dominant hosting Serie B side in Coppa Italia with 99% backing Bologna. Plus odds on minus 1.5 offering excellent value for quality gap.",3-0,1,0,0,0,0,0,-220,640,320,2.5,106,-130,-1.5,125,1.5,-175,2025-11-30T20:00:00Z
5,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-140,2,82,"Strasbourg home favorites with 95% backing them. Domestic French league where minus 0.5 spreads have been reliable and profitable strategy.",2-1,1,0,0,0,0,0,-125,330,280,2.5,-147,114,-0.5,-140,0.5,-102,2025-11-30T20:00:00Z
6,265623,2025-11-30T16:30:00.000Z,FRA vs WOLF,FRA -0.5,-125,2,80,"Frankfurt home favorites with 97% tickets backing them. Bundesliga domestic match with strong home advantage and reliable spread pattern.",2-1,1,0,0,0,0,0,-115,280,300,3.5,120,-160,-0.5,-125,0.5,-115,2025-11-30T20:00:00Z
7,265816,2025-11-30T17:00:00.000Z,Atalanta vs Fiorentina,Atalanta -0.5,-152,2,78,"Atalanta home favorites with 95% backing and line moved toward Atalanta showing sharp money. Serie A quality domestic pick.",2-1,1,0,0,0,0,0,-145,400,285,2.5,-119,-106,-0.5,-152,0.5,115,2025-11-30T20:00:00Z
8,265973,2025-12-02T20:15:00.000Z,Newcastle vs Tottenham,Newcastle -0.5,-152,1,75,"Newcastle home favorites with 87% backing them. Spurs still injury depleted traveling to St James Park with Newcastle in good form.",2-1,1,0,0,0,0,0,-143,350,300,2.5,-140,110,-0.5,-152,0.5,115,2025-11-30T20:00:00Z
9,280924,2025-12-02T20:00:00.000Z,Barcelona vs Atlético,Barcelona -0.5,-135,1,73,"Barcelona home favorites in big La Liga match with 96% backing Barca at Camp Nou. Quality edge at home against quality opponent.",2-1,1,0,0,0,0,0,-126,285,320,3.5,-100,-135,-0.5,-135,0.5,-102,2025-11-30T20:00:00Z
10,265830,2025-11-30T16:15:00.000Z,Le Havre vs Lille,Lille -0.5,-130,1,71,"Lille favorites with 98% backing. Away pick but huge consensus and quality edge over bottom half Le Havre in domestic French league.",0-2,0,0,1,0,0,0,330,-119,260,2.5,-115,-111,0.5,-110,-0.5,-130,2025-11-30T20:00:00Z
