rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
1,264936,2025-11-22T02:00:00.000Z,San Diego vs UC Riverside,San Diego -7.5,-112,3,96,"Massive sharp signal. While tickets are split 50/50, an overwhelming 92% of the money is on San Diego, indicating heavy professional backing.",82-71,1,0,0,0,0,0,-280,230,N/A,151.5,-112,-108,-7.5,-112,7.5,-105,2025-11-21 22:27:48.801238
2,266461,2025-11-22T01:00:00.000Z,Oregon St vs Evansville,Oregon St -6.5,-105,3,94,"Classic contrarian sharp play. The public (65% tickets) is on the underdog, but 66% of the money is on Oregon St, creating a huge divergence.",75-66,1,0,0,0,0,0,-299,240,N/A,136.5,-110,-110,-6.5,-105,6.5,-115,2025-11-21 22:27:48.801238
3,264528,2025-11-21T23:00:00.000Z,Stonehill vs Lafayette,Stonehill +1.5,-118,3,92,"Strong consensus on the home dog. Stonehill is pulling 91% of the money on 74% of tickets, suggesting the market believes they should be favored.",70-68,1,0,0,0,0,0,-102,-118,N/A,141.5,-110,-108,1.5,-118,-1.5,-102,2025-11-21 22:27:48.801238
4,264958,2025-11-22T03:00:00.000Z,Portland vs CS Fullerton,Portland -5.5,-111,2,88,"Sharp money on the home favorite. Ticket count is lean (47%), but the money jumps significantly to 75%, signaling smart money value.",76-68,1,0,0,0,0,0,-230,190,N/A,163.5,-105,-112,-5.5,-111,5.5,-110,2025-11-21 22:27:48.801238
5,272005,2025-11-21T23:30:00.000Z,Rutgers vs Central Conn,Rutgers -15.5,-110,2,85,"Contrarian favorite. The public (60% tickets) is taking the points, but 58% of the money is laying them with Rutgers.",80-61,1,0,0,0,0,0,-1600,900,N/A,138.5,-111,-110,-15.5,-110,15.5,-110,2025-11-21 22:27:48.801238
6,267355,2025-11-22T00:30:00.000Z,UAB vs S. Alabama,UAB -6.5,-108,2,83,"Solid sharp support. Money % (57%) exceeds Ticket % (47%), showing larger wagers are comfortable laying the points at home.",78-70,1,0,0,0,0,0,-289,230,N/A,148.5,-110,-110,-6.5,-108,6.5,-112,2025-11-21 22:27:48.801238
7,266459,2025-11-21T23:30:00.000Z,Clemson vs West Virginia,Clemson -3.5,-110,2,82,"Contrarian sharp lean. Public is heavily on the dog (63% tickets), but the money flips to the favorite (53%), fading the public sentiment.",74-68,1,0,0,0,0,0,-163,138,N/A,133.5,-110,-110,-3.5,-110,3.5,-110,2025-11-21 22:27:48.801238
8,266462,2025-11-22T02:00:00.000Z,Xavier vs Georgia,Georgia -10.5,-110,1,78,"Sharps backing the road favorite. Despite being on the road, Georgia commands 67% of the money vs just 44% of the tickets.",85-72,0,0,1,0,0,0,455,-600,N/A,165.5,-110,-110,10.5,-110,-10.5,-110,2025-11-21 22:27:48.801238
9,267354,2025-11-22T00:00:00.000Z,Siena vs Albany,Siena -11.5,-105,1,75,"Money backing the favorite. Despite a 47% ticket share, Siena holds 65% of the money, indicating confidence in a double-digit cover.",79-65,1,0,0,0,0,0,-800,550,N/A,140.0,-112,-110,-11.5,-105,11.5,-115,2025-11-21 22:27:48.801238
10,271301,2025-11-21T23:00:00.000Z,Lehigh vs Columbia,Lehigh +1.5,-102,1,72,"Consensus home dog. Similar to Stonehill, Lehigh has high support with 84% of the money backing them to cover as short underdogs.",72-70,1,0,0,0,0,0,114,-135,N/A,144.5,-105,-117,1.5,-102,-1.5,-117,2025-11-21 22:27:48.801238
1,264969,2025-11-23T00:00:00.000Z,Wichita State vs Milwaukee,Milwaukee +10.5,-110,3,95,"Historical data shows a strong failure rate for home favorites of this magnitude. Milwaukee has value.",78-70,0,0,1,0,0,0,-640,474,N/A,157.5,-120,-115,-10.5,-110,10.5,-110,2025-11-22 18:14:32.890743
2,264966,2025-11-22T19:00:00.000Z,Marquette vs C. Michigan,C. Michigan +24.5,-111,3,94,"Marquette will win, but covering 24.5 is a huge ask given recent trends of big favorites coasting late.",85-65,0,0,1,0,0,0,-8000,2341,N/A,152.5,-110,-110,-24.5,-110,24.5,-111,2025-11-22 18:14:32.890743
3,264971,2025-11-22T19:00:00.000Z,OK State vs Nicholls St,Nicholls St +24.0,-107,3,92,"Similar to the Marquette spot, backing the massive underdog to stay within the number.",80-60,0,0,1,0,0,0,-10000,2800,N/A,155.5,-105,-115,-24.0,-113,24.0,-107,2025-11-22 18:14:32.890743
4,266469,2025-11-22T21:00:00.000Z,CS Bakersfield vs MS Valley St,MS Valley St +23.5,-110,2,88,"While MSVS is weak, the model indicates taking points is the only viable play on spreads > 20.",75-55,0,0,1,0,0,0,-20000,2500,N/A,139.0,-109,-113,-23.5,-110,23.5,-110,2025-11-22 18:14:32.890743
5,282305,2025-11-22T22:00:00.000Z,UIC vs Southern Indiana,Southern Indiana +11.5,-115,2,85,"UIC is a favorite, but double digits is too high for their consistency level.",74-66,0,0,1,0,0,0,-630,500,N/A,153.5,-112,-110,-11.5,-105,11.5,-115,2025-11-22 18:14:32.890743
6,272008,2025-11-22T21:30:00.000Z,Chattanooga vs North Alabama,North Alabama +10.5,-115,2,84,"Chattanooga is better, but N. Alabama can score enough to keep this inside the number.",75-68,0,0,1,0,0,0,-650,470,N/A,150.0,-108,-110,-10.5,-105,10.5,-115,2025-11-22 18:14:32.890743
7,264980,2025-11-22T22:30:00.000Z,St. Thomas vs CS Fullerton,CS Fullerton +11.5,-110,1,78,"Following the system of fading double-digit home favorites.",72-64,0,0,1,0,0,0,-664,487,N/A,162.5,-115,-110,-11.5,-110,11.5,-110,2025-11-22 18:14:32.890743
8,266468,2025-11-22T19:00:00.000Z,Kent State vs Cleveland St,Cleveland St +15.5,-118,1,76,"Kent State is solid, but 15.5 points is a large cushion for a conference-style matchup.",75-65,0,0,1,0,0,0,-1248,797,N/A,173.0,-110,-110,-15.5,-104,15.5,-118,2025-11-22 18:14:32.890743
9,264981,2025-11-23T01:00:00.000Z,Portland vs N. Colorado,Portland +3.5,-110,1,75,"Portland has performed well at home recently; getting points as a home dog is a value spot.",76-74,1,0,0,0,0,0,145,-173,N/A,157.5,-100,-115,3.5,-110,-3.5,-110,2025-11-22 18:14:32.890743
10,264975,2025-11-22T22:30:00.000Z,Minnesota vs San Francisco,Minnesota +1.5,-118,1,72,"Big Ten home team getting points against a WCC opponent is a strong situational spot.",72-70,1,0,0,0,0,0,112,-133,N/A,140.0,-110,-110,1.5,-118,-1.5,-102,2025-11-22 18:14:32.890743
1,266493,2025-11-24T23:00:00.000Z,Syracuse vs Houston,Syracuse +14.5,-110,3,96,"A major conference team (Syracuse) getting 14.5 points at home is a statistical anomaly. The Carrier Dome is a tough environment, making this massive spread highly valuable.",68-75,1,0,0,0,0,0,797,-1100,N/A,140.5,-110,-110,14.5,-110,-14.5,-110,2025-11-24 15:27:01.095422
2,266482,2025-11-24T18:00:00.000Z,Tennessee vs Rutgers,Rutgers +15.5,-112,3,94,"Following our successful FHF-DD strategy. Rutgers is a gritty defensive team; 15.5 points is too many to give them in a power conference matchup.",65-74,0,0,1,0,0,0,-2100,1100,N/A,140.5,-115,-108,-15.5,-108,15.5,-112,2025-11-24 15:27:01.095422
3,266486,2025-11-24T19:30:00.000Z,NC State vs Seton Hall,Seton Hall +9.5,-105,3,91,"NC State failed to cover -11.5 previously. Seton Hall is a physical team capable of keeping this single-digit game.",74-70,0,0,1,0,0,0,-670,440,N/A,146.5,-108,-110,-9.5,-115,9.5,-105,2025-11-24 15:27:01.095422
4,266494,2025-11-25T00:00:00.000Z,Bradley vs Princeton,Princeton +7.5,-105,2,88,"Princeton's slow pace and disciplined offense make them excellent at covering spreads as road underdogs.",70-66,0,0,1,0,0,0,-410,310,N/A,137.5,-108,-112,-7.5,-115,7.5,-105,2025-11-24 15:27:01.095422
5,266499,2025-11-25T02:30:00.000Z,Alabama vs Gonzaga,Alabama +4.5,-110,2,86,"Alabama is an offensive powerhouse. Getting points at home against Gonzaga provides significant value in what should be a shootout.",88-86,1,0,0,0,0,0,160,-193,N/A,176.5,-105,-115,4.5,-110,-4.5,-110,2025-11-24 15:27:01.095422
6,266492,2025-11-24T23:00:00.000Z,George Mason vs Ohio,Ohio +7.5,-115,2,84,"Fade Home Favorite strategy. Ohio has enough offensive firepower to stay within three possessions.",75-71,0,0,1,0,0,0,-310,252,N/A,142.5,-110,-110,-7.5,-105,7.5,-115,2025-11-24 15:27:01.095422
7,264994,2025-11-24T17:00:00.000Z,Bowling Green vs Bucknell,Bucknell +7.5,-115,1,79,"Bowling Green is favored, but Bucknell's recent metrics suggest they can hang within the number against mid-tier opponents.",74-69,0,0,1,0,0,0,-325,260,N/A,144.5,-113,-115,-7.5,-105,7.5,-115,2025-11-24 15:27:01.095422
8,266496,2025-11-25T01:00:00.000Z,Oregon vs Auburn,Oregon +3.5,-100,1,77,"Oregon at home as an underdog is a classic value spot. The crowd advantage in Eugene is significant.",76-75,1,0,0,0,0,0,145,-174,N/A,153.5,-106,-110,3.5,-100,-3.5,-120,2025-11-24 15:27:01.095422
9,266500,2025-11-25T03:30:00.000Z,San Diego State vs Michigan,San Diego State +5.5,-110,1,75,"SDSU's elite defense usually keeps games close. As a home dog, getting 5.5 points is a strong defensive play.",66-68,1,0,0,0,0,0,224,-278,N/A,148.0,-110,-110,5.5,-110,-5.5,-110,2025-11-24 15:27:01.095422
10,264536,2025-11-24T19:30:00.000Z,Buffalo vs VMI,VMI +7.5,-115,1,72,"Betting against the mid-major home favorite. Buffalo hasn't shown enough dominance to warrant laying 7.5 consistently.",78-74,0,0,1,0,0,0,-345,270,N/A,150.5,-105,-115,-7.5,-105,7.5,-115,2025-11-24 15:27:01.095422
1,266506,2025-11-26T00:00:00.000Z,Florida St vs CS Bakersfield,CS Bakersfield +24.5,-105,3,96,"Betting road dogs of 20+ points has been the most profitable strategy. FSU is inconsistent and asking them to cover 25 is a statistical stretch.",78-60,0,0,1,0,0,0,-7883,2223,N/A,159.5,-105,-110,-24.5,-115,24.5,-105,2025-11-25 23:46:31.026648
2,265017,2025-11-26T00:00:00.000Z,Villanova vs Old Dominion,Old Dominion +21.5,-108,3,94,"Villanova's pace and efficiency don't typically lend themselves to 22+ point blowouts. The value is on the massive number.",75-60,0,0,1,0,0,0,-5692,2200,N/A,147.5,-110,-110,-21.5,-112,21.5,-108,2025-11-25 23:46:31.026648
3,265014,2025-11-26T00:00:00.000Z,Wake Forest vs Campbell,Campbell +17.5,-110,3,91,"Following the ""Fade Big Favorite"" system. 17.5 points is a significant cushion for a road team to stay within striking distance.",80-66,0,0,1,0,0,0,-2149,1100,N/A,160.5,-105,-110,-17.5,-110,17.5,-110,2025-11-25 23:46:31.026648
4,266523,2025-11-26T02:30:00.000Z,Gonzaga vs Maryland,Maryland +14.5,-110,2,88,"Maryland is a Big Ten team. Getting 14.5 points against anyone, even Gonzaga in Spokane, is too much value to pass up.",82-72,0,0,1,0,0,0,-1450,850,N/A,157.5,-105,-115,-14.5,-110,14.5,-110,2025-11-25 23:46:31.026648
5,265007,2025-11-26T00:00:00.000Z,Penn State vs Boston U,Boston U +15.5,-115,2,86,"Penn State is a solid team but Boston U plays a style that can muddy the game and keep it within the 15-point margin.",74-63,0,0,1,0,0,0,-1600,900,N/A,142.5,-112,-110,-15.5,-105,15.5,-115,2025-11-25 23:46:31.026648
6,266527,2025-11-26T05:00:00.000Z,UNLV vs Alabama,UNLV +13.5,-110,2,85,"Similar to the Syracuse +14.5 win. A decent home team getting double digits against a high-variance Alabama squad is a strong spot.",78-85,1,0,0,0,0,0,800,-1248,N/A,181.5,-110,-111,13.5,-110,-13.5,-115,2025-11-25 23:46:31.026648
7,265010,2025-11-26T01:30:00.000Z,Nebraska vs Winthrop,Winthrop +14.5,-115,2,83,"Nebraska can score, but their defense allows backdoor covers. Betting the road dog to stay within the large number.",81-70,0,0,1,0,0,0,-1650,900,N/A,165.5,-110,-110,-14.5,-105,14.5,-115,2025-11-25 23:46:31.026648
8,267633,2025-11-26T00:00:00.000Z,UCF vs Quinnipiac,Quinnipiac +13.5,-110,1,79,"UCF's offense can go cold. Quinnipiac is a capable mid-major that shouldn't be getting this many points.",72-64,0,0,1,0,0,0,-1024,700,N/A,162.5,-110,-110,-13.5,-110,13.5,-110,2025-11-25 23:46:31.026648
9,265012,2025-11-26T01:00:00.000Z,Indiana vs K State,K State +10.5,-111,1,77,"A Power 4 matchup with a double-digit spread. K State has the talent to compete and keep this close.",76-70,0,0,1,0,0,0,-562,410,N/A,163.5,-108,-112,-10.5,-110,10.5,-111,2025-11-25 23:46:31.026648
10,275939,2025-11-26T01:00:00.000Z,North Texas vs E. Washington,E. Washington +12.5,-115,1,75,"North Texas plays at a notoriously slow pace, making it very difficult to cover double-digit spreads.",68-60,0,0,1,0,0,0,-950,625,N/A,141.5,-110,-110,-12.5,-105,12.5,-115,2025-11-25 23:46:31.026648
1,266542,2025-11-27T00:30:00.000Z,Saint Mary's vs Wichita State,Wichita State +10.5,-110,3,95,"Saint Mary's plays at one of the slowest paces in the country. Covering double digits with limited possessions is statistically difficult against a capable Wichita State team.",72-65,0,0,1,0,0,0,-625,455,N/A,139.0,-110,-111,-10.5,-110,10.5,-110,2025-11-26 18:55:15.013220
2,278423,2025-11-26T19:00:00.000Z,Miami (OH) vs UNC Greensboro,UNC Greensboro +10.5,-105,3,93,"UNCG is a consistent, defensive-minded program. Miami (OH) laying double digits is an inflation of their actual power rating relative to a solid SoCon opponent.",70-65,0,0,1,0,0,0,-575,425,N/A,150.5,-110,-110,-10.5,-115,10.5,-105,2025-11-26 18:55:15.013220
3,266537,2025-11-26T20:00:00.000Z,N. Mexico St vs Georgia State,Georgia State +12.5,-111,3,91,"This is a matchup of lower-tier teams. NMSU does not have the offensive efficiency to justify being a 12.5-point favorite on a neutral/tournament court.",74-66,0,0,1,0,0,0,-1030,687,N/A,135.5,-110,-110,-12.5,-111,12.5,-111,2025-11-26 18:55:15.013220
4,265029,2025-11-27T01:00:00.000Z,Memphis vs S. Illinois,S. Illinois +10.5,-110,2,88,"Memphis is high-variance and prone to turnovers. Southern Illinois is a disciplined MVC team that can keep the game within single digits.",78-72,0,0,1,0,0,0,-650,470,N/A,156.5,-111,-110,-10.5,-110,10.5,-110,2025-11-26 18:55:15.013220
5,266533,2025-11-27T01:30:00.000Z,Wyoming vs Denver,Denver +8.5,-115,2,86,"Denver runs a Princeton-style offense that shortens games and limits opponent possessions, making them a great underdog bet.",75-70,0,0,1,0,0,0,-395,310,N/A,153.5,-110,-110,-8.5,-105,8.5,-115,2025-11-26 18:55:15.013220
6,282808,2025-11-27T00:00:00.000Z,Tennessee vs Kansas,Kansas +5.5,-110,2,84,"Getting a blue blood like Kansas as a multi-possession underdog is a rare value spot. The line suggests an overreaction to Tennessee's metrics.",73-71,0,0,1,0,0,0,-242,196,N/A,139.5,-110,-110,-5.5,-110,5.5,-110,2025-11-26 18:55:15.013220
7,282819,2025-11-27T02:30:00.000Z,Iowa vs Grand Canyon,Grand Canyon +8.5,-105,1,79,"Iowa plays fast, but GCU is a tournament-caliber mid-major with the athleticism to run with them and stay inside the number.",82-78,0,0,1,0,0,0,-437,339,N/A,144.5,-105,-111,-8.5,-115,8.5,-105,2025-11-26 18:55:15.013220
8,266538,2025-11-26T20:00:00.000Z,Valparaiso vs Southern Indiana,Southern Indiana +9.5,-105,1,77,"Fade mid-tier home favorite. Valpo shouldn't be laying nearly 10 points against a conference-level peer.",74-69,0,0,1,0,0,0,-575,425,N/A,150.0,-110,-110,-9.5,-115,9.5,-105,2025-11-26 18:55:15.013220
9,282814,2025-11-27T01:00:00.000Z,Auburn vs St. John's,Auburn +4.5,-110,1,75,"Statistical anomaly in the dataset favoring St. John's. Auburn is the superior team and getting points is a must-bet value.",78-75,1,0,0,0,0,0,174,-212,N/A,166.5,-110,-110,4.5,-110,-4.5,-110,2025-11-26 18:55:15.013220
10,265034,2025-11-26T20:00:00.000Z,Jax State vs NDSU,Jax State +3.5,-112,1,73,"A tight matchup where the home underdog gets more than a possession. Historically a coin-flip game where points matter.",69-70,1,0,0,0,0,0,145,-175,N/A,141.5,-115,-112,3.5,-108,-3.5,-112,2025-11-26 18:55:15.013220
1,265058,2025-11-28T21:00:00.000Z,Virginia vs Queens,Queens +25.5,-112,3,96,"Virginia's historically slow pace limits possessions significantly. Asking a team that often scores in the 60s to win by 26+ is a statistical anomaly.",68-50,0,0,1,0,0,0,-10000,3000,N/A,160.5,-111,-108,-25.5,-108,25.5,-112,2025-11-28 19:23:47.908937
2,282841,2025-11-28T20:00:00.000Z,Florida vs Providence,Providence +11.5,-108,3,94,"Providence is a Big East program. Getting double digits on a neutral floor against a fellow Power 5 team is historically a high-value spot.",78-70,0,0,1,0,0,0,-790,545,N/A,169.5,-110,-110,-11.5,-112,11.5,-108,2025-11-28 19:23:47.908937
3,282844,2025-11-29T02:30:00.000Z,Dayton vs BYU,Dayton +9.5,-105,3,92,"Dayton is a tournament-caliber team. While BYU's offense is potent, this line is inflated. Dayton has the discipline to keep this within single digits.",74-70,1,0,0,0,0,0,410,-550,N/A,150.5,-105,-105,9.5,-105,-9.5,-115,2025-11-28 19:23:47.908937
4,265052,2025-11-28T20:00:00.000Z,UNC Wilmington vs Navy,Navy +8.5,-110,2,88,"Navy runs a methodical offense that shortens games. In a low-possession game, 8.5 points is a luxury cushion.",66-60,0,0,1,0,0,0,-410,320,N/A,139.5,-110,-110,-8.5,-110,8.5,-110,2025-11-28 19:23:47.908937
5,265056,2025-11-29T00:00:00.000Z,Mississippi St vs SMU,Mississippi St +1.5,-108,2,86,"A home underdog in a Power Conference matchup (SEC vs ACC) is a strong situational play. Miss State's defense should dictate the tempo.",72-70,1,0,0,0,0,0,-101,-120,N/A,163.5,-110,-110,1.5,-112,-1.5,-108,2025-11-28 19:23:47.908937
6,265050,2025-11-29T00:00:00.000Z,Pittsburgh vs Ohio State,Pittsburgh +4.5,-110,2,84,"Pittsburgh has performed well early. Getting nearly two possessions at home (or neutral) against a Big Ten team is a value play.",73-71,1,0,0,0,0,0,185,-225,N/A,147.5,-110,-110,4.5,-111,-4.5,-110,2025-11-28 19:23:47.908937
7,282816,2025-11-27T05:00:00.000Z,Alabama vs Maryland,Alabama -13.0,-110,1,79,"Maryland looked broken against Gonzaga (lost by 39). Alabama plays a similar high-octane style that Maryland currently cannot match.",88-70,1,0,0,0,0,0,-1048,679,N/A,165.5,-104,-110,-13.0,-110,13.0,-110,2025-11-28 19:23:47.908937
8,266559,2025-11-28T20:00:00.000Z,Youngstown St vs Chicago St,Chicago St +14.5,-106,1,77,"Chicago State has been competitive enough to stay within huge numbers. Youngstown isn't dominant enough to lay 15 consistently.",75-64,0,0,1,0,0,0,-1350,800,N/A,146.5,-110,-110,-14.5,-106,14.5,-115,2025-11-28 19:23:47.908937
9,265053,2025-11-28T21:00:00.000Z,American U vs Maine,Maine +7.5,-112,1,75,"A matchup of slower-paced teams in the Patriot/America East. Points will be at a premium, making 7.5 points very valuable.",63-58,0,0,1,0,0,0,-345,275,N/A,132.5,-105,-105,-7.5,-108,7.5,-112,2025-11-28 19:23:47.908937
10,282847,2025-11-28T21:30:00.000Z,Colorado St vs S. Florida,Colorado St +2.5,-115,1,74,"Colorado State is a disciplined MWC team. Getting points against an AAC opponent offers slight value in a toss-up game.",71-69,1,0,0,0,0,0,130,-155,N/A,155.5,-110,-110,2.5,-115,-2.5,-115,2025-11-28 19:23:47.908937
1,264551,2025-12-03T02:00:00.000Z,Kansas vs UConn,Kansas +1.5,-115,3,96,"Getting Kansas as a home underdog at Allen Fieldhouse is the ""Holy Grail"" of college basketball betting. The home court advantage here is worth 4-5 points minimum.",78-75,1,0,0,0,0,0,105,-127,N/A,140.5,-110,-110,1.5,-115,-1.5,-105,2025-12-01 21:25:21.057587
2,274948,2025-12-03T01:00:00.000Z,Rutgers vs Purdue,Rutgers +15.5,-105,3,94,"The RAC is a notoriously difficult place to play. 15.5 points is a massive line for a conference game. Rutgers' defense can muddy the game enough to cover.",65-74,1,0,0,0,0,0,1100,-2500,N/A,146.5,-110,-110,15.5,-105,-15.5,-115,2025-12-01 21:25:21.057587
3,264547,2025-12-03T00:00:00.000Z,Syracuse vs Tennessee,Syracuse +6.5,-110,3,92,"Syracuse is coming off a massive upset win over Houston. The Dome is loud, and getting two possessions at home against a Tennessee team that can go cold is strong value.",74-72,1,0,0,0,0,0,227,-275,N/A,145.5,-108,-112,6.5,-110,-6.5,-110,2025-12-01 21:25:21.057587
4,265101,2025-12-01T23:30:00.000Z,Villanova vs Temple,Temple +12.5,-108,2,88,"A ""Big 5"" rivalry game. These matchups are historically gritty and close. Villanova has struggled to blow teams out recently.",68-75,0,0,1,0,0,0,-1100,687,N/A,149.5,-105,-115,-12.5,-112,12.5,-108,2025-12-01 21:25:21.057587
5,265106,2025-12-03T00:00:00.000Z,Pittsburgh vs Texas A&M,Pittsburgh +1.5,-101,2,86,"Pitt is playing excellent basketball, recently beating Ohio State. As a short home underdog, backing the hot hand is the play.",72-70,1,0,0,0,0,0,115,-138,N/A,149.5,-105,-115,1.5,-101,-1.5,-120,2025-12-01 21:25:21.057587
6,265111,2025-12-03T00:30:00.000Z,Duke vs Florida,Florida +8.5,-110,2,84,"Florida is a ranked-caliber team playing well. Duke is elite, but giving 8.5 points to a high-scoring SEC team on a neutral/semi-neutral floor is asking a lot.",80-84,0,0,1,0,0,0,-429,334,N/A,156.5,-112,-108,-8.5,-110,8.5,-110,2025-12-01 21:25:21.057587
7,264548,2025-12-03T02:00:00.000Z,Notre Dame vs Missouri,Notre Dame +1.5,-110,2,82,"Notre Dame showed grit covering against Houston earlier. At home in the ACC/SEC challenge, they are a live dog.",70-68,1,0,0,0,0,0,-100,-125,N/A,149.5,-112,-108,1.5,-110,-1.5,-110,2025-12-01 21:25:21.057587
8,265103,2025-12-02T00:00:00.000Z,Xavier vs St. Francis (PA),St. Francis (PA) +28.0,-107,1,78,"A ""hold your nose"" play. Xavier will win easily, but covering 28 points requires focus for 40 minutes that teams rarely maintain in blowouts.",60-80,0,0,1,0,0,0,-9000,2500,N/A,151.5,-110,-110,-28.0,-112,28.0,-107,2025-12-01 21:25:21.057587
9,265100,2025-12-02T01:00:00.000Z,K State vs Bowling Green,Bowling Green +12.5,-115,1,77,"K State has been inconsistent, losing big to Indiana. Bowling Green is a capable MAC team that can score enough to stay inside this number.",70-80,0,0,1,0,0,0,-950,632,N/A,159.5,-110,-110,-12.5,-105,12.5,-115,2025-12-01 21:25:21.057587
10,263613,2025-12-02T00:30:00.000Z,Incarnate Word vs McNeese St,Incarnate Word +10.0,-110,1,75,"Conference home dog getting double digits. McNeese is the better team, but road conference games are rarely walkovers.",65-72,1,0,0,0,0,0,440,-600,N/A,144.5,-110,-110,10.0,-109,-10.0,-110,2025-12-01 21:25:21.057587
1,264551,2025-12-03T02:00:00.000Z,Kansas vs UConn,Kansas +1.5,-105,3,96,"Allen Fieldhouse Anomaly: It is statistically rare for Kansas to be a home underdog. The home-court advantage here is worth 4-5 points. Backing Blue Bloods as home dogs is a premier system play.",78-75,1,0,0,0,0,0,110,-130,N/A,141.5,-110,-110,-1.5,-105,-1.5,-118,2025-12-02 23:38:47.117517
2,274948,2025-12-03T01:00:00.000Z,Rutgers vs Purdue,Rutgers +13.5,-110,3,94,"Venue Specific: The RAC is one of the toughest environments in CBB. Purdue is elite, but laying double digits on the road in the Big Ten is a low-percentage proposition historically.",68-74,1,0,0,0,0,0,800,-1600,N/A,145.5,-115,-108,13.5,-110,-13.5,-112,2025-12-02 23:38:47.117517
3,264547,2025-12-03T00:00:00.000Z,Syracuse vs Tennessee,Syracuse +7.5,-110,3,92,"Situational Spot: Syracuse at the Dome is a different team. Getting 3 possessions at home against a Tennessee team that can go through scoring droughts is high value.",74-72,1,0,0,0,0,0,295,-372,N/A,147.5,-110,-115,7.5,-110,-7.5,-115,2025-12-02 23:38:47.117517
